id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description,enrolled_users
868,Barre,929,advanced,12,19.41,A Barre class,1 h 55 min,2023-04-20 19:00:00.530965,michelle_kaufman_md,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
869,Zumba,766,advanced,1,20.18,A Zumba class,1 h 50 min,2022-09-08 06:30:00.530965,christopher_santos_phd,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
870,Yoga,663,all levels,41,14.46,A Yoga class,2 h ,2023-04-25 23:00:00.530965,ryan_roman,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
871,Pilates,55,all levels,37,16.16,A Pilates class,2 h ,2022-11-13 22:00:00.530965,tony_cruz,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
872,Kickboxing,438,begginer,24,20.47,A Kickboxing class,2 h ,2022-12-26 22:00:00.530965,gail_johnson,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
873,Aerobics,275,begginer,4,12.67,A Aerobics class,0 h 20 min,2022-08-19 17:00:00.530965,karen_walters,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
874,Zumba,573,intermediate,4,16.76,A Zumba class,2 h ,2023-03-19 01:00:00.530965,bethany_warner,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
875,Body Combat,436,all levels,7,22.5,A Body Combat class,0 h 40 min,2022-10-28 20:30:00.530965,dustin_haney,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
876,Other,633,intermediate,38,13.94,A Other class,1 h 40 min,2023-01-15 12:30:00.530965,linda_alvarez,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
877,Body Combat,830,advanced,14,18.39,A Body Combat class,0 h ,2022-06-19 07:00:00.530965,victor_adams,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
878,Spinning,275,intermediate,28,16.93,A Spinning class,0 h 5 min,2023-05-09 17:30:00.530965,karen_walters,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
879,Aerobics,62,begginer,38,17.44,A Aerobics class,0 h 35 min,2022-09-30 00:00:00.530965,tammy_cantu,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
880,Spinning,617,all levels,44,12.92,A Spinning class,0 h 35 min,2022-09-09 20:30:00.530965,wendy_foster,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
881,Yoga,908,advanced,20,13.54,A Yoga class,2 h ,2023-02-06 02:00:00.530965,lori_mathis,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
882,Body Combat,123,advanced,10,13.31,A Body Combat class,2 h ,2023-03-11 10:30:00.530965,suzanne_torres,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
883,Aerobics,343,advanced,9,18.41,A Aerobics class,0 h 35 min,2022-09-30 15:30:00.530965,david_williams,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
884,Stretching,617,begginer,42,11.52,A Stretching class,1 h 10 min,2022-10-02 22:00:00.530965,wendy_foster,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
885,Boxing,642,intermediate,50,13.2,A Boxing class,1 h 20 min,2023-04-12 22:00:00.530965,laura_rodriguez,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
886,Stretching,510,advanced,7,12.62,A Stretching class,0 h 35 min,2022-12-21 00:30:00.530965,emily_smith,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
887,Body Pump,910,all levels,3,13.58,A Body Pump class,1 h 15 min,2023-05-18 18:00:00.530965,emily_simmons,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
888,Yoga,908,begginer,41,14.03,A Yoga class,1 h 10 min,2022-12-04 22:30:00.530965,lori_mathis,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
889,CrossFit,813,intermediate,43,17.36,A CrossFit class,2 h ,2023-05-06 20:00:00.530965,rebecca_serrano,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
890,Kickboxing,929,begginer,3,14.99,A Kickboxing class,2 h ,2022-06-09 05:00:00.530965,michelle_kaufman_md,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
891,Personalized,562,advanced,25,16.63,A Personalized class,0 h 50 min,2023-05-10 10:30:00.530965,vanessa_bowman,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
892,Spinning,323,advanced,37,11.69,A Spinning class,2 h ,2023-04-20 09:00:00.530965,sophia_hebert,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
893,ABS,338,begginer,24,18.54,A ABS class,0 h 5 min,2022-06-05 22:30:00.530965,krystal_wilson,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
894,Barre,909,all levels,32,13.77,A Barre class,1 h 5 min,2023-05-06 01:30:00.530965,andrea_pena,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
895,GAP,140,intermediate,34,17.02,A GAP class,0 h 45 min,2022-07-24 18:30:00.530965,daniel_gray,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
896,Personalized,432,begginer,20,12.08,A Personalized class,1 h 25 min,2023-03-17 06:00:00.530965,aaron_acevedo,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
897,ABS,236,begginer,48,18.6,A ABS class,0 h 30 min,2023-05-12 04:30:00.530965,vanessa_graham,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
898,Stretching,568,begginer,15,14.57,A Stretching class,1 h 25 min,2022-12-07 20:00:00.530965,kara_cooper,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
899,HIIT,46,begginer,8,17.34,A HIIT class,0 h 40 min,2022-09-03 22:30:00.530965,michael_pratt,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
900,GAP,960,all levels,27,9.8,A GAP class,1 h 50 min,2023-05-14 06:00:00.530965,paul_johnson,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
901,CrossFit,717,all levels,18,14.39,A CrossFit class,1 h 35 min,2022-08-01 20:00:00.530965,stephanie_lynch,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
902,Body Pump,648,begginer,43,14.5,A Body Pump class,0 h 30 min,2022-11-15 13:00:00.530965,emily_schneider,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
903,Zumba,780,advanced,25,11.86,A Zumba class,1 h 55 min,2022-11-06 19:30:00.530965,amanda_nelson,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
904,Aerobics,684,begginer,41,16.97,A Aerobics class,2 h ,2022-12-23 15:30:00.530965,krista_diaz,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
905,Total Body Conditioning,149,begginer,48,10.44,A Total Body Conditioning class,0 h 45 min,2022-06-10 22:00:00.530965,kimberly_mayo,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
906,Stretching,137,intermediate,42,13.14,A Stretching class,2 h ,2022-09-14 14:00:00.530965,kyle_roberts,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
907,Total Body Conditioning,822,advanced,47,18.03,A Total Body Conditioning class,2 h ,2023-03-10 02:30:00.530965,michael_myers,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
908,CrossFit,471,intermediate,29,13.34,A CrossFit class,1 h 5 min,2022-05-30 18:30:00.530965,tyler_young,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
909,Boxing,901,begginer,1,12.21,A Boxing class,1 h 40 min,2022-10-05 08:30:00.530965,ashley_parker,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
910,Other,630,advanced,39,10.28,A Other class,2 h ,2023-04-19 23:00:00.530965,charles_torres,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
911,Aerobics,937,begginer,32,17.97,A Aerobics class,2 h ,2022-09-10 14:00:00.530965,kyle_wells,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
912,Spinning,13,advanced,33,13.44,A Spinning class,2 h ,2022-07-29 14:00:00.530965,ashley_cook,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
913,Total Body Conditioning,199,intermediate,47,17.55,A Total Body Conditioning class,2 h ,2022-07-25 14:00:00.530965,luis_reyes,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
914,Body Combat,205,intermediate,20,14.56,A Body Combat class,2 h ,2023-02-05 11:30:00.530965,james_owens_dds,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
915,ABS,780,begginer,28,18.31,A ABS class,0 h 20 min,2022-08-09 07:00:00.530965,amanda_nelson,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
916,ABS,874,intermediate,5,8.1,A ABS class,2 h ,2022-09-29 04:30:00.530965,mary_morton,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
917,HIIT,314,intermediate,19,15.48,A HIIT class,1 h 55 min,2023-03-27 13:00:00.530965,amanda_andrews,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
918,Pilates,62,all levels,34,13.92,A Pilates class,1 h 15 min,2023-01-07 15:00:00.530965,tammy_cantu,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
919,Zumba,254,all levels,27,17.32,A Zumba class,2 h ,2022-12-03 20:30:00.530965,william_carter,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
920,Personalized,899,intermediate,5,22.79,A Personalized class,1 h ,2023-03-08 12:00:00.530965,mr__james_jones,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
921,Kickboxing,420,advanced,14,14.38,A Kickboxing class,2 h ,2023-02-03 05:30:00.530965,ann_anderson,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
922,Total Body Conditioning,150,advanced,49,12.92,A Total Body Conditioning class,0 h 20 min,2022-07-13 02:30:00.530965,lydia_rangel,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
923,Personalized,123,all levels,6,15.22,A Personalized class,0 h 10 min,2023-03-22 14:00:00.530965,suzanne_torres,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
924,Barre,745,intermediate,16,16.83,A Barre class,2 h ,2023-03-03 02:00:00.530965,ronnie_short,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
925,Other,492,intermediate,25,14.63,A Other class,1 h 10 min,2022-11-18 07:00:00.530965,jacob_carlson,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
926,ABS,740,advanced,10,15.97,A ABS class,1 h 10 min,2022-10-11 10:30:00.530965,anthony_yang,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
927,Total Body Conditioning,830,begginer,48,18.98,A Total Body Conditioning class,0 h 20 min,2022-06-30 20:30:00.530965,victor_adams,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
928,HIIT,566,intermediate,22,17.4,A HIIT class,0 h 45 min,2023-01-26 09:30:00.530965,kathleen_thompson,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
929,Pilates,306,all levels,20,15.19,A Pilates class,0 h 25 min,2022-08-23 13:30:00.530965,mary_mann,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
930,Spinning,170,begginer,3,15.9,A Spinning class,1 h 45 min,2023-04-13 01:00:00.530965,roy_perry,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
931,Other,735,advanced,9,10.49,A Other class,1 h 35 min,2022-06-23 21:00:00.530965,jenna_thomas,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
932,Stretching,294,begginer,8,14.48,A Stretching class,1 h 45 min,2022-07-01 23:30:00.530965,stacy_simmons,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
933,Kickboxing,529,begginer,9,12.98,A Kickboxing class,0 h 50 min,2023-02-13 12:30:00.530965,michael_sampson,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
934,Body Pump,492,all levels,3,12.59,A Body Pump class,0 h 30 min,2023-01-23 15:30:00.530965,jacob_carlson,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
935,Boxing,926,advanced,14,7.32,A Boxing class,0 h 45 min,2023-05-09 15:00:00.530965,jeremy_alexander,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
936,Body Pump,261,advanced,32,13.74,A Body Pump class,2 h ,2023-02-03 17:30:00.530965,daniel_gomez,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
937,GAP,302,intermediate,31,18.05,A GAP class,1 h 20 min,2023-03-20 23:30:00.530965,jeremiah_miller,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
938,GAP,738,advanced,43,19.16,A GAP class,1 h 35 min,2022-12-08 00:30:00.530965,isabel_conner,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
939,Stretching,898,begginer,33,16.74,A Stretching class,1 h 20 min,2023-02-21 12:30:00.530965,patricia_floyd,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
940,Pilates,851,advanced,3,18.9,A Pilates class,2 h ,2023-04-13 01:00:00.530965,austin_robinson,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
941,Kickboxing,392,advanced,8,11.51,A Kickboxing class,0 h 5 min,2023-01-30 10:00:00.530965,leslie_barnes,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
942,Boxing,241,intermediate,14,16.01,A Boxing class,0 h 25 min,2022-10-12 18:00:00.530965,paul_miller,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
943,HIIT,763,intermediate,27,16.77,A HIIT class,2 h ,2023-04-20 21:30:00.530965,perry_castillo,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
944,CrossFit,743,intermediate,5,13.68,A CrossFit class,2 h ,2022-07-01 16:00:00.530965,jordan_smith,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
945,Boxing,182,advanced,9,12.61,A Boxing class,0 h 45 min,2022-06-29 00:00:00.530965,lauren_miller,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
946,Boxing,650,advanced,30,16.05,A Boxing class,1 h 35 min,2023-01-25 23:00:00.530965,natasha_palmer,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
947,Pilates,822,begginer,44,12.35,A Pilates class,2 h ,2022-06-26 20:30:00.530965,michael_myers,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
948,Other,568,all levels,30,12.83,A Other class,1 h ,2022-07-18 11:30:00.530965,kara_cooper,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
949,Boxing,929,intermediate,10,14.09,A Boxing class,0 h 15 min,2023-04-08 14:30:00.530965,michelle_kaufman_md,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
950,Total Body Conditioning,236,intermediate,13,9.32,A Total Body Conditioning class,0 h 55 min,2022-10-27 04:00:00.530965,vanessa_graham,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
951,Boxing,698,begginer,27,9.98,A Boxing class,1 h 20 min,2023-02-24 23:30:00.530965,brandon_sharp,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
952,CrossFit,460,begginer,33,15.28,A CrossFit class,0 h 45 min,2022-12-10 12:30:00.530965,shawn_williams,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
953,Barre,663,intermediate,31,9.33,A Barre class,1 h 30 min,2022-11-02 04:00:00.530965,ryan_roman,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
954,Zumba,488,begginer,35,16.08,A Zumba class,2 h ,2022-08-27 00:30:00.530965,christian_barnes,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
955,Spinning,656,all levels,29,12.67,A Spinning class,2 h ,2023-04-17 01:00:00.530965,nathan_patton,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
956,Body Pump,171,intermediate,10,16.18,A Body Pump class,2 h ,2022-09-29 02:30:00.530965,michael_shaw,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
957,CrossFit,149,advanced,38,16.02,A CrossFit class,2 h ,2023-05-24 20:00:00.530965,kimberly_mayo,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
958,Barre,352,advanced,18,12.47,A Barre class,2 h ,2022-09-11 02:00:00.530965,pamela_fox,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
959,Yoga,30,begginer,38,12.73,A Yoga class,1 h ,2022-08-07 23:00:00.530965,steven_costa,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
960,Pilates,96,advanced,24,9.78,A Pilates class,0 h 40 min,2022-05-31 12:00:00.530965,zachary_torres,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
961,HIIT,813,advanced,34,14.13,A HIIT class,2 h ,2022-10-12 22:00:00.530965,rebecca_serrano,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
962,Total Body Conditioning,398,advanced,30,14.6,A Total Body Conditioning class,2 h ,2022-08-04 05:30:00.530965,linda_brown,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
963,Stretching,83,begginer,30,16.68,A Stretching class,1 h 15 min,2023-03-05 02:00:00.530965,jacqueline_stanley,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
964,GAP,437,advanced,3,13.62,A GAP class,2 h ,2023-03-20 14:30:00.530965,timothy_bennett,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
965,Spinning,656,intermediate,32,13.1,A Spinning class,0 h 40 min,2022-12-11 20:30:00.530965,nathan_patton,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
966,Body Pump,650,begginer,31,18.5,A Body Pump class,2 h ,2023-01-02 14:00:00.530965,natasha_palmer,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
967,Spinning,7,intermediate,16,19.28,A Spinning class,2 h ,2022-12-24 07:30:00.530965,dawn_harvey,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
968,Total Body Conditioning,494,intermediate,16,12.5,A Total Body Conditioning class,2 h ,2023-01-16 09:30:00.530965,benjamin_lin,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
969,Body Pump,883,intermediate,45,14.91,A Body Pump class,2 h ,2023-02-25 19:30:00.530965,paul_andersen,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
970,Other,656,begginer,2,19.74,A Other class,2 h ,2023-04-06 16:00:00.530965,nathan_patton,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
