id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description
1836,ABS,775,all levels,38,8.54,A ABS class,0 h 5 min,2024-04-09 20:00:00.562059,margaret_petersen,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1837,Zumba,673,begginer,48,16.74,A Zumba class,1 h 5 min,2024-02-13 21:00:00.562059,anna_gutierrez,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1838,HIIT,207,begginer,25,17.92,A HIIT class,1 h 30 min,2023-08-26 11:00:00.562059,robert_aguilar_dds,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1839,Barre,148,intermediate,40,13.12,A Barre class,1 h ,2024-03-06 00:00:00.562059,jessica_hughes,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1840,Other,197,begginer,26,15.12,A Other class,1 h 45 min,2023-06-29 02:00:00.562059,monica_sandoval,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1841,Zumba,683,advanced,2,16.33,A Zumba class,0 h 25 min,2024-04-22 20:30:00.562059,christina_sanders,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1842,Body Combat,103,begginer,38,16.45,A Body Combat class,2 h ,2024-02-25 03:00:00.562059,tammy_cox,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1843,Body Pump,590,all levels,13,10.2,A Body Pump class,2 h ,2023-11-25 13:00:00.562059,tiffany_alexander,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1844,Barre,304,intermediate,33,17.03,A Barre class,0 h 45 min,2023-09-11 09:30:00.562059,terry_parker,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1845,Personalized,143,advanced,40,12.38,A Personalized class,0 h 10 min,2023-07-21 14:30:00.562059,angel_phillips,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1846,HIIT,518,begginer,35,15.91,A HIIT class,2 h ,2024-05-04 18:00:00.562059,deanna_bates,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1847,Total Body Conditioning,90,all levels,49,11.03,A Total Body Conditioning class,0 h 35 min,2023-08-31 19:30:00.562059,ryan_branch,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1848,Spinning,701,all levels,11,12.46,A Spinning class,2 h ,2024-04-05 17:00:00.562059,mrs__christine_marquez,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1849,Kickboxing,709,begginer,10,16.74,A Kickboxing class,0 h 55 min,2023-07-10 11:30:00.562059,brian_adams,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1850,GAP,912,advanced,20,13.7,A GAP class,2 h ,2023-12-19 18:30:00.562059,vicki_mcpherson,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1851,Total Body Conditioning,411,intermediate,2,11.53,A Total Body Conditioning class,1 h ,2023-06-20 06:30:00.562059,timothy_sweeney,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1852,Body Combat,91,begginer,12,24.4,A Body Combat class,2 h ,2023-12-24 00:00:00.562059,samuel_smith,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1853,Other,304,advanced,2,12.17,A Other class,1 h 25 min,2023-06-23 12:00:00.562059,terry_parker,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1854,Aerobics,749,advanced,26,15.58,A Aerobics class,1 h ,2023-08-03 13:30:00.562059,carol_patterson,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1855,Other,438,advanced,34,13.18,A Other class,0 h 25 min,2023-10-25 02:30:00.562059,todd_spencer,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1856,Yoga,255,begginer,6,20.07,A Yoga class,0 h 45 min,2024-05-24 03:00:00.562059,nicole_burch,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1857,Total Body Conditioning,50,advanced,5,13.1,A Total Body Conditioning class,1 h 10 min,2023-12-12 05:00:00.562059,rebecca_ellis,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1858,Yoga,374,intermediate,49,14.98,A Yoga class,0 h 5 min,2023-07-02 22:00:00.562059,daniel_huber,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1859,Pilates,461,advanced,3,15.73,A Pilates class,1 h 50 min,2023-11-09 19:30:00.562059,emily_mercado,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1860,ABS,212,begginer,2,16.88,A ABS class,1 h ,2024-01-16 13:30:00.562059,robin_palmer,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1861,Boxing,107,advanced,35,11.91,A Boxing class,0 h 55 min,2023-06-15 09:00:00.562059,alicia_johnson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1862,ABS,772,advanced,1,16.54,A ABS class,1 h 10 min,2024-03-24 19:30:00.562059,david_walsh,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1863,GAP,38,advanced,18,16.51,A GAP class,1 h 45 min,2023-12-10 00:00:00.562059,david_ibarra,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1864,Spinning,937,advanced,25,12.37,A Spinning class,0 h 15 min,2023-09-25 19:00:00.562059,paul_gregory,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1865,Other,847,all levels,12,14.24,A Other class,1 h 30 min,2023-12-05 00:30:00.562059,holly_green,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1866,Spinning,771,intermediate,35,13.15,A Spinning class,0 h 10 min,2024-05-11 00:00:00.562059,katherine_williams,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1867,Zumba,799,begginer,21,15.04,A Zumba class,0 h 25 min,2024-02-12 04:30:00.562059,sherry_wright,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1868,HIIT,382,intermediate,30,16.74,A HIIT class,0 h 30 min,2024-01-08 04:30:00.562059,laura_kelley,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1869,Personalized,791,advanced,17,14.84,A Personalized class,0 h 55 min,2024-04-18 09:00:00.562059,anthony_chapman,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1870,Personalized,222,advanced,13,13.48,A Personalized class,2 h ,2024-03-29 07:30:00.562059,joel_villarreal,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1871,Zumba,403,intermediate,35,12.54,A Zumba class,0 h 15 min,2024-04-30 03:30:00.562059,misty_stanton,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1872,Barre,461,advanced,43,18.04,A Barre class,0 h 10 min,2024-03-05 17:00:00.562059,emily_mercado,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1873,Spinning,857,begginer,30,20.54,A Spinning class,1 h 45 min,2024-05-11 00:00:00.562059,deborah_lambert,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1874,Personalized,605,intermediate,32,16.33,A Personalized class,1 h 55 min,2023-12-21 10:00:00.562059,scott_smith,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1875,GAP,843,advanced,39,15.24,A GAP class,0 h 15 min,2024-04-24 07:30:00.562059,ryan_herrera,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1876,CrossFit,994,begginer,20,11.77,A CrossFit class,2 h ,2024-03-02 19:00:00.562059,david_hill,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1877,Other,204,begginer,44,16.23,A Other class,1 h 20 min,2024-02-23 08:30:00.562059,amber_murphy,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1878,Body Combat,71,all levels,6,14.33,A Body Combat class,2 h ,2023-09-02 22:30:00.562059,christopher_allen,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1879,Other,829,all levels,48,13.01,A Other class,0 h 10 min,2024-02-18 16:00:00.562059,james_heath,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1880,Barre,537,intermediate,17,15.1,A Barre class,1 h 50 min,2023-07-21 18:30:00.562059,catherine_carter,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1881,Other,556,all levels,16,16.81,A Other class,0 h 25 min,2023-12-25 10:00:00.562059,tammy_miller,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1882,ABS,815,begginer,47,12.94,A ABS class,0 h 25 min,2024-01-22 07:00:00.562059,amber_day_phd,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1883,Aerobics,531,advanced,46,14.34,A Aerobics class,1 h 45 min,2023-10-24 08:00:00.562059,christian_morse,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1884,HIIT,326,advanced,25,19.07,A HIIT class,2 h ,2024-04-08 18:00:00.562059,heidi_shea,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1885,CrossFit,531,intermediate,50,15.83,A CrossFit class,1 h 20 min,2024-04-11 10:00:00.562059,christian_morse,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1886,ABS,701,begginer,15,16.31,A ABS class,0 h 10 min,2024-04-12 01:00:00.562059,mrs__christine_marquez,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1887,Spinning,749,advanced,20,17.34,A Spinning class,0 h ,2023-08-22 22:00:00.562059,carol_patterson,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1888,Personalized,350,all levels,45,17.02,A Personalized class,0 h ,2024-01-30 00:30:00.562059,ryan_garcia,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1889,HIIT,718,all levels,21,15.04,A HIIT class,0 h 20 min,2023-11-02 16:30:00.562059,patricia_gross,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1890,ABS,857,begginer,32,18.54,A ABS class,0 h 15 min,2023-09-19 19:30:00.562059,deborah_lambert,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1891,ABS,41,all levels,32,19.94,A ABS class,2 h ,2023-11-06 19:00:00.562059,emily_hunter,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1892,Stretching,161,advanced,29,13.65,A Stretching class,2 h ,2024-01-29 05:30:00.562059,kristen_matthews,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1893,Aerobics,912,advanced,11,11.6,A Aerobics class,1 h 20 min,2023-09-24 11:30:00.562059,vicki_mcpherson,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1894,Kickboxing,254,intermediate,7,18.91,A Kickboxing class,0 h 45 min,2024-01-20 09:00:00.562059,trevor_nixon,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1895,CrossFit,342,intermediate,35,16.57,A CrossFit class,0 h 50 min,2023-06-20 22:00:00.562059,john_george,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1896,Kickboxing,791,all levels,38,10.79,A Kickboxing class,2 h ,2023-09-22 17:00:00.562059,anthony_chapman,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1897,Boxing,122,advanced,26,15.5,A Boxing class,1 h 50 min,2024-05-05 12:00:00.562059,helen_miller,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1898,CrossFit,40,all levels,10,15.42,A CrossFit class,0 h ,2024-03-13 19:30:00.562059,katherine_grant,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1899,Pilates,440,intermediate,6,11.5,A Pilates class,0 h 5 min,2023-06-13 05:00:00.562059,dana_richardson,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1900,Personalized,347,advanced,46,15.37,A Personalized class,0 h 5 min,2024-01-01 21:30:00.562059,cassandra_miller,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1901,Yoga,190,intermediate,20,17.87,A Yoga class,1 h 5 min,2024-01-15 11:30:00.562059,dr__jessica_hudson,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1902,ABS,189,intermediate,33,16.96,A ABS class,0 h ,2024-04-27 01:00:00.562059,ashley_solis,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1903,Aerobics,734,intermediate,50,13.86,A Aerobics class,0 h ,2023-06-27 10:30:00.562059,amber_crawford,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1904,Body Combat,537,intermediate,45,16.04,A Body Combat class,1 h 15 min,2023-10-29 19:30:00.562059,catherine_carter,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1905,Body Combat,411,advanced,32,16.83,A Body Combat class,2 h ,2023-10-05 16:00:00.562059,timothy_sweeney,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1906,Pilates,359,intermediate,42,15.71,A Pilates class,0 h 25 min,2024-01-20 16:30:00.562059,jeffrey_king,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1907,Pilates,183,begginer,30,19.22,A Pilates class,0 h 5 min,2023-12-19 11:00:00.562059,kristen_carter,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1908,Body Pump,312,all levels,8,15.71,A Body Pump class,0 h 55 min,2023-12-15 07:00:00.562059,darrell_hinton,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1909,ABS,923,intermediate,30,14.88,A ABS class,1 h ,2024-02-03 10:30:00.562059,patricia_oneal,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1910,CrossFit,261,all levels,40,13.95,A CrossFit class,1 h 55 min,2023-08-19 07:30:00.562059,vincent_maddox,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1911,Stretching,829,intermediate,45,18.89,A Stretching class,2 h ,2024-02-21 14:30:00.562059,james_heath,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1912,Stretching,359,begginer,14,14.28,A Stretching class,1 h 20 min,2024-01-09 09:30:00.562059,jeffrey_king,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1913,Other,290,all levels,33,17.07,A Other class,1 h 5 min,2023-06-06 15:30:00.562059,joseph_gallagher,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1914,Body Combat,549,advanced,41,16.91,A Body Combat class,0 h 5 min,2023-11-02 04:30:00.562059,diana_fuller,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1915,Other,428,intermediate,1,16.58,A Other class,1 h 30 min,2023-12-20 01:30:00.562059,anthony_barrett,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1916,Body Pump,359,begginer,2,13.45,A Body Pump class,1 h 20 min,2023-08-28 09:30:00.562059,jeffrey_king,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1917,Zumba,848,intermediate,8,11.23,A Zumba class,0 h 50 min,2023-11-05 13:30:00.562059,yvette_gordon,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1918,HIIT,69,all levels,23,15.11,A HIIT class,0 h 10 min,2023-07-16 09:00:00.562059,nicholas_larson,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1919,Aerobics,970,begginer,41,17.89,A Aerobics class,1 h 25 min,2023-07-12 19:30:00.562059,shannon_hale,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1920,Yoga,701,intermediate,26,17.03,A Yoga class,0 h 50 min,2024-02-14 19:30:00.562059,mrs__christine_marquez,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1921,Boxing,970,begginer,45,13.24,A Boxing class,2 h ,2023-09-16 23:00:00.562059,shannon_hale,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1922,Total Body Conditioning,481,all levels,21,11.71,A Total Body Conditioning class,2 h ,2024-04-29 21:30:00.562059,hannah_edwards,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1923,ABS,319,all levels,4,17.29,A ABS class,2 h ,2023-10-25 06:30:00.562059,edward_baker,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1924,Body Combat,841,advanced,10,16.92,A Body Combat class,1 h 10 min,2023-12-30 02:00:00.562059,tanya_williams_md,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1925,Barre,432,all levels,38,16.09,A Barre class,2 h ,2023-10-22 08:00:00.562059,brenda_brown,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1926,GAP,950,intermediate,19,8.84,A GAP class,0 h 45 min,2024-05-01 07:30:00.562059,matthew_olson,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1927,Total Body Conditioning,214,advanced,48,12.61,A Total Body Conditioning class,1 h 30 min,2023-11-02 02:00:00.562059,james_houston,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1928,GAP,207,begginer,38,12.18,A GAP class,2 h ,2023-11-09 15:30:00.562059,robert_aguilar_dds,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1929,HIIT,829,advanced,10,17.93,A HIIT class,2 h ,2023-07-16 23:30:00.562059,james_heath,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1930,Yoga,439,advanced,50,12.32,A Yoga class,2 h ,2024-05-08 01:00:00.562059,kristen_flores,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1931,Total Body Conditioning,182,intermediate,18,17.6,A Total Body Conditioning class,0 h 55 min,2023-08-16 15:30:00.562059,jennifer_thomas,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1932,Aerobics,222,intermediate,24,21.77,A Aerobics class,0 h 15 min,2023-06-24 14:30:00.562059,joel_villarreal,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1933,Body Pump,211,all levels,31,18.94,A Body Pump class,2 h ,2024-05-22 23:30:00.562059,mason_payne,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1934,Barre,190,begginer,44,20.21,A Barre class,2 h ,2024-01-13 19:30:00.562059,dr__jessica_hudson,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1935,Spinning,783,all levels,46,10.17,A Spinning class,0 h 10 min,2024-02-23 05:00:00.562059,michelle_oneill,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1936,Boxing,734,all levels,7,15.77,A Boxing class,1 h 35 min,2024-02-07 00:30:00.562059,amber_crawford,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1937,Other,148,intermediate,23,13.89,A Other class,1 h 45 min,2024-04-12 12:00:00.562059,jessica_hughes,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1938,CrossFit,433,begginer,41,14.9,A CrossFit class,2 h ,2023-11-21 00:30:00.562059,christopher_jordan,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1939,ABS,546,all levels,21,15.24,A ABS class,1 h 40 min,2024-03-15 07:30:00.562059,steve_jackson,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
